Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-06-17,33.5,34.0,32.93000030517578,33.150001525878906,22364500,0,0
2022-06-21,35.02000045776367,37.02000045776367,34.790000915527344,35.75,24530900,0,0
2022-06-22,36.81999969482422,37.349998474121094,35.36000061035156,36.79999923706055,20164500,0,0
2022-06-23,39.27000045776367,40.0099983215332,38.41999816894531,39.2400016784668,29451800,0,0
2022-06-24,40.86000061035156,41.4900016784668,38.900001525878906,40.790000915527344,25301200,0,0
