Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-06-17,11.239999771118164,11.4399995803833,10.899999618530273,11.229999542236328,80166800,0,0
2022-06-21,11.550000190734863,11.65999984741211,11.350000381469727,11.460000038146973,66283400,0,0
2022-06-22,11.260000228881836,11.680000305175781,11.210000038146973,11.479999542236328,46098900,0,0
2022-06-23,11.5,11.579999923706055,11.25,11.5600004196167,53655000,0,0
2022-06-24,11.649999618530273,12.119999885559082,11.569999694824219,12.010000228881836,55393100,0,0
