Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-06-17,31.450000762939453,32.38999938964844,30.649999618530273,31.8799991607666,23646800,0,0
2022-06-21,32.83000183105469,33.099998474121094,31.889999389648438,32.63999938964844,16627600,0,0
2022-06-22,32.189998626708984,33.5099983215332,32.029998779296875,32.83000183105469,14974100,0,0
2022-06-23,32.91999816894531,33.349998474121094,32.22999954223633,32.9900016784668,14410100,0,0
2022-06-24,33.11000061035156,35.0,33.060001373291016,34.81999969482422,18399500,0,0
